d14,ad,day7,m1,m3,m6,m12,m18,m24,m60
0,2018-06-26,5.0,17.0,31.0,35.0,93.0,113.0,120.0,120.0
0,2018-06-26,2.0,6.0,12.0,14.0,32.0,40.0,40.0,40.0
0,2018-06-26,4.0,4.0,4.0,4.0,8.0,17.0,21.0,22.0
1,2018-06-26,-1.0,2.0,9.0,14.0,46.0,54.0,55.0,55.0
0,2018-06-26,2.0,4.0,20.0,29.0,50.0,56.0,65.0,67.0
0,2018-06-26,4.0,14.0,17.0,22.0,41.0,43.0,48.0,48.0
0,2018-06-26,2.0,2.0,4.0,17.0,35.0,37.0,37.0,37.0
0,2018-06-26,5.0,21.0,48.0,71.0,113.0,113.0,114.0,114.0
0,2018-06-26,5.0,18.0,53.0,64.0,71.0,76.0,76.0,79.0
0,2018-06-26,-1.0,3.0,9.0,12.0,21.0,28.0,29.0,29.0
0,2018-06-26,2.0,6.0,19.0,23.0,45.0,76.0,77.0,78.0
0,2018-06-26,2.0,2.0,6.0,9.0,19.0,40.0,40.0,40.0
0,2018-06-26,4.0,21.0,58.0,67.0,94.0,109.0,114.0,116.0
0,2018-06-26,-1.0,-1.0,3.0,6.0,31.0,34.0,43.0,47.0
0,2018-06-26,3.0,4.0,16.0,17.0,46.0,100.0,101.0,101.0
0,2018-06-26,6.0,26.0,55.0,58.0,67.0,67.0,68.0,68.0
0,2018-06-26,4.0,4.0,33.0,45.0,45.0,45.0,45.0,45.0
0,2018-06-26,2.0,6.0,8.0,10.0,16.0,19.0,19.0,19.0
0,2018-06-26,11.0,17.0,26.0,32.0,37.0,37.0,37.0,37.0
0,2018-06-26,6.0,19.0,43.0,59.0,61.0,61.0,62.0,62.0
0,2018-06-26,4.0,13.0,34.0,56.0,72.0,76.0,76.0,76.0
0,2018-06-26,-1.0,6.0,8.0,10.0,18.0,27.0,28.0,28.0
1,2018-06-26,-1.0,-1.0,3.0,14.0,25.0,37.0,37.0,38.0
0,2018-06-26,-1.0,5.0,9.0,21.0,24.0,28.0,28.0,28.0
0,2018-06-26,-1.0,2.0,17.0,17.0,20.0,20.0,20.0,20.0
0,2018-06-26,4.0,11.0,21.0,26.0,46.0,56.0,56.0,56.0
0,2018-06-26,2.0,4.0,11.0,20.0,22.0,22.0,22.0,22.0
0,2018-06-26,3.0,15.0,23.0,32.0,40.0,42.0,42.0,42.0
0,2018-06-26,8.0,35.0,62.0,65.0,129.0,167.0,183.0,183.0
0,2018-06-26,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0
0,2018-06-26,2.0,3.0,7.0,8.0,32.0,41.0,41.0,41.0
0,2018-06-26,2.0,5.0,23.0,28.0,40.0,49.0,55.0,55.0
0,2018-06-26,-1.0,9.0,16.0,31.0,78.0,89.0,97.0,102.0
0,2018-06-26,-1.0,6.0,31.0,58.0,60.0,61.0,61.0,61.0
0,2018-06-26,-1.0,3.0,28.0,28.0,42.0,42.0,42.0,42.0
0,2018-06-26,-1.0,2.0,14.0,16.0,30.0,30.0,30.0,30.0
0,2018-06-26,-1.0,6.0,25.0,32.0,70.0,86.0,94.0,94.0
1,2018-06-26,-1.0,16.0,53.0,62.0,95.0,107.0,107.0,108.0
0,2018-06-26,4.0,9.0,24.0,30.0,34.0,35.0,35.0,35.0
1,2018-06-26,-1.0,4.0,28.0,31.0,45.0,51.0,51.0,51.0
0,2018-06-26,6.0,19.0,24.0,30.0,105.0,112.0,113.0,113.0
0,2018-06-26,3.0,5.0,27.0,35.0,40.0,43.0,43.0,44.0
0,2018-06-26,9.0,18.0,27.0,39.0,61.0,63.0,68.0,68.0
0,2018-06-26,4.0,17.0,47.0,68.0,73.0,73.0,75.0,75.0
0,2018-06-26,4.0,4.0,10.0,13.0,16.0,16.0,16.0,16.0
1,2018-06-26,-1.0,20.0,51.0,67.0,78.0,78.0,79.0,79.0
0,2018-06-26,2.0,8.0,15.0,17.0,21.0,23.0,26.0,26.0
0,2018-06-26,-1.0,8.0,14.0,19.0,33.0,35.0,35.0,35.0
0,2018-06-26,13.0,30.0,44.0,53.0,151.0,194.0,195.0,198.0
0,2018-06-26,-1.0,8.0,15.0,20.0,23.0,23.0,23.0,23.0
0,2018-06-26,10.0,23.0,32.0,40.0,82.0,91.0,95.0,101.0
0,2018-06-26,9.0,33.0,74.0,88.0,107.0,111.0,111.0,111.0
1,2018-06-26,2.0,11.0,49.0,64.0,75.0,75.0,76.0,76.0
0,2018-06-26,-1.0,6.0,8.0,8.0,43.0,56.0,56.0,56.0
0,2018-06-26,13.0,29.0,37.0,69.0,78.0,83.0,83.0,83.0
0,2018-06-26,3.0,6.0,39.0,62.0,74.0,75.0,78.0,78.0
0,2018-06-26,-1.0,3.0,9.0,10.0,19.0,19.0,20.0,23.0
0,2018-06-26,4.0,9.0,26.0,34.0,130.0,139.0,142.0,142.0
0,2018-06-26,2.0,4.0,13.0,20.0,39.0,58.0,66.0,66.0
0,2018-06-26,11.0,20.0,35.0,66.0,70.0,70.0,70.0,70.0
0,2018-06-26,4.0,6.0,25.0,49.0,65.0,71.0,79.0,79.0
0,2018-06-26,4.0,7.0,21.0,21.0,24.0,25.0,25.0,25.0
0,2018-06-26,2.0,7.0,55.0,72.0,76.0,77.0,78.0,78.0
0,2018-06-26,5.0,9.0,24.0,52.0,82.0,95.0,95.0,95.0
0,2018-06-26,9.0,22.0,39.0,50.0,92.0,131.0,133.0,133.0
0,2018-06-26,-1.0,2.0,29.0,38.0,41.0,44.0,44.0,44.0
0,2018-06-26,3.0,11.0,33.0,52.0,88.0,105.0,109.0,109.0
0,2018-06-26,5.0,7.0,51.0,57.0,86.0,91.0,91.0,91.0
0,2018-06-26,5.0,8.0,22.0,24.0,24.0,24.0,26.0,26.0
0,2018-06-26,-1.0,-1.0,-1.0,-1.0,5.0,5.0,6.0,6.0
0,2018-06-26,11.0,16.0,32.0,51.0,73.0,73.0,74.0,74.0
0,2018-06-26,3.0,6.0,36.0,43.0,75.0,79.0,79.0,79.0
0,2018-06-26,7.0,14.0,17.0,17.0,27.0,29.0,30.0,30.0
0,2018-06-26,10.0,29.0,50.0,55.0,60.0,61.0,62.0,62.0
0,2018-06-26,-1.0,-1.0,29.0,46.0,74.0,76.0,82.0,85.0
0,2018-06-26,3.0,5.0,12.0,17.0,58.0,77.0,81.0,81.0
0,2018-06-26,7.0,8.0,9.0,11.0,14.0,19.0,20.0,20.0
0,2018-06-26,-1.0,6.0,24.0,25.0,28.0,28.0,28.0,28.0
0,2018-06-26,4.0,16.0,27.0,44.0,60.0,65.0,65.0,65.0
0,2018-06-26,3.0,4.0,7.0,10.0,17.0,22.0,29.0,29.0
0,2018-06-26,-1.0,16.0,20.0,24.0,77.0,92.0,96.0,96.0
0,2018-06-26,-1.0,8.0,14.0,24.0,43.0,43.0,44.0,44.0
0,2018-06-26,4.0,12.0,28.0,58.0,74.0,74.0,74.0,74.0
1,2018-06-26,-1.0,-1.0,21.0,24.0,26.0,27.0,27.0,27.0
0,2018-06-26,3.0,7.0,15.0,26.0,34.0,42.0,42.0,42.0
0,2018-06-26,3.0,4.0,4.0,11.0,42.0,63.0,64.0,65.0
0,2018-06-26,-1.0,3.0,16.0,28.0,49.0,49.0,49.0,49.0
0,2018-06-26,4.0,9.0,23.0,36.0,36.0,36.0,36.0,36.0
0,2018-06-26,2.0,4.0,38.0,57.0,75.0,77.0,77.0,77.0
0,2018-06-26,2.0,13.0,32.0,52.0,106.0,110.0,110.0,110.0
0,2018-06-26,3.0,3.0,28.0,30.0,45.0,48.0,50.0,50.0
0,2018-06-26,-1.0,-1.0,2.0,5.0,43.0,48.0,49.0,49.0
0,2018-06-26,2.0,5.0,16.0,26.0,27.0,28.0,28.0,28.0
0,2018-06-26,2.0,6.0,11.0,15.0,21.0,28.0,29.0,29.0
0,2018-06-26,4.0,24.0,34.0,47.0,112.0,119.0,119.0,119.0
0,2018-06-26,3.0,5.0,14.0,37.0,63.0,67.0,68.0,69.0
0,2018-06-26,-1.0,3.0,15.0,26.0,32.0,60.0,63.0,75.0
0,2018-06-26,7.0,7.0,22.0,22.0,23.0,23.0,24.0,25.0
0,2018-06-26,9.0,19.0,24.0,26.0,42.0,43.0,43.0,43.0
0,2018-06-26,11.0,21.0,42.0,47.0,64.0,75.0,76.0,76.0
0,2018-06-26,-1.0,-1.0,13.0,19.0,23.0,32.0,33.0,33.0
0,2018-06-26,2.0,6.0,34.0,51.0,61.0,79.0,85.0,86.0
0,2018-06-26,7.0,9.0,33.0,43.0,59.0,59.0,59.0,59.0
0,2018-06-26,4.0,12.0,15.0,29.0,57.0,86.0,90.0,91.0
0,2018-06-26,3.0,5.0,13.0,40.0,46.0,46.0,46.0,46.0
0,2018-06-26,2.0,8.0,32.0,42.0,73.0,79.0,83.0,88.0
0,2018-06-26,4.0,13.0,33.0,40.0,43.0,58.0,68.0,68.0
0,2018-06-26,-1.0,-1.0,-1.0,2.0,7.0,7.0,8.0,8.0
0,2018-06-26,-1.0,3.0,6.0,6.0,6.0,11.0,15.0,15.0
0,2018-06-26,11.0,35.0,52.0,71.0,132.0,163.0,172.0,177.0
0,2018-06-26,4.0,8.0,16.0,25.0,38.0,39.0,41.0,41.0
0,2018-06-26,4.0,6.0,26.0,28.0,31.0,39.0,41.0,41.0
0,2018-06-26,3.0,5.0,17.0,21.0,47.0,47.0,47.0,47.0
0,2018-06-26,-1.0,-1.0,-1.0,3.0,7.0,7.0,10.0,22.0
1,2018-06-26,-1.0,3.0,9.0,24.0,36.0,39.0,39.0,39.0
1,2018-06-26,-1.0,2.0,22.0,26.0,31.0,36.0,37.0,37.0
0,2018-06-26,10.0,26.0,59.0,64.0,97.0,111.0,113.0,113.0
0,2018-06-26,6.0,21.0,38.0,58.0,80.0,93.0,93.0,93.0
0,2018-06-26,6.0,16.0,62.0,73.0,114.0,128.0,128.0,131.0
0,2018-06-26,7.0,39.0,57.0,71.0,118.0,130.0,133.0,133.0
0,2018-06-26,2.0,13.0,42.0,48.0,55.0,57.0,58.0,58.0
0,2018-06-26,2.0,2.0,11.0,26.0,58.0,64.0,64.0,64.0
0,2018-06-26,2.0,6.0,11.0,21.0,42.0,51.0,59.0,61.0
0,2018-06-26,13.0,21.0,49.0,66.0,96.0,99.0,99.0,99.0
0,2018-06-26,5.0,14.0,53.0,53.0,57.0,59.0,59.0,59.0
0,2018-06-26,3.0,23.0,41.0,51.0,64.0,66.0,69.0,69.0
0,2018-06-26,5.0,17.0,47.0,61.0,126.0,137.0,139.0,139.0
0,2018-06-26,2.0,2.0,8.0,18.0,19.0,21.0,21.0,21.0
0,2018-06-26,2.0,2.0,11.0,16.0,36.0,40.0,44.0,44.0
0,2018-06-26,8.0,15.0,39.0,67.0,124.0,124.0,124.0,124.0
0,2018-06-26,-1.0,6.0,9.0,16.0,52.0,62.0,62.0,62.0
0,2018-06-26,4.0,23.0,38.0,46.0,60.0,71.0,75.0,75.0
0,2018-06-26,2.0,3.0,13.0,21.0,25.0,35.0,39.0,39.0
0,2018-06-26,-1.0,4.0,9.0,15.0,38.0,50.0,50.0,51.0
0,2018-06-26,3.0,14.0,26.0,29.0,37.0,40.0,42.0,43.0
0,2018-06-26,3.0,6.0,18.0,24.0,36.0,36.0,36.0,36.0
0,2018-06-26,5.0,11.0,26.0,38.0,38.0,39.0,39.0,39.0
0,2018-06-26,3.0,8.0,42.0,56.0,95.0,116.0,129.0,129.0
0,2018-06-26,2.0,3.0,35.0,37.0,37.0,38.0,39.0,39.0
1,2018-06-26,-1.0,3.0,29.0,30.0,32.0,46.0,53.0,53.0
0,2018-06-26,-1.0,19.0,40.0,41.0,42.0,42.0,42.0,42.0
0,2018-06-26,3.0,8.0,10.0,19.0,39.0,58.0,58.0,58.0
0,2018-06-26,2.0,4.0,16.0,36.0,58.0,62.0,62.0,62.0
0,2018-06-26,3.0,5.0,15.0,44.0,54.0,54.0,54.0,54.0
1,2018-06-26,-1.0,3.0,8.0,12.0,21.0,30.0,30.0,31.0
0,2018-06-26,3.0,5.0,23.0,33.0,41.0,53.0,54.0,55.0
0,2018-06-26,2.0,3.0,3.0,9.0,36.0,58.0,71.0,73.0
0,2018-06-26,2.0,8.0,44.0,45.0,50.0,51.0,51.0,51.0
0,2018-06-26,-1.0,3.0,10.0,17.0,49.0,50.0,54.0,55.0
0,2018-06-26,2.0,14.0,15.0,16.0,31.0,31.0,31.0,31.0
0,2018-06-26,-1.0,3.0,6.0,18.0,42.0,51.0,66.0,75.0
0,2018-06-26,2.0,2.0,24.0,25.0,27.0,27.0,27.0,28.0
0,2018-06-26,6.0,16.0,31.0,42.0,42.0,42.0,43.0,43.0
1,2018-06-26,2.0,3.0,30.0,40.0,54.0,55.0,62.0,63.0
0,2018-06-26,4.0,6.0,18.0,30.0,42.0,70.0,71.0,71.0
0,2018-06-26,2.0,4.0,11.0,27.0,72.0,72.0,72.0,72.0
0,2018-06-26,-1.0,7.0,26.0,29.0,36.0,89.0,96.0,96.0
0,2018-06-26,6.0,17.0,33.0,37.0,38.0,38.0,38.0,38.0
0,2018-06-26,2.0,18.0,28.0,33.0,38.0,39.0,39.0,39.0
0,2018-06-26,6.0,9.0,13.0,22.0,40.0,42.0,45.0,45.0
0,2018-06-26,5.0,8.0,20.0,31.0,38.0,43.0,43.0,43.0
0,2018-06-26,13.0,17.0,38.0,41.0,55.0,61.0,61.0,61.0
0,2018-06-26,2.0,3.0,11.0,13.0,40.0,43.0,43.0,43.0
0,2018-06-26,4.0,11.0,31.0,37.0,53.0,64.0,69.0,69.0
0,2018-06-26,-1.0,3.0,11.0,22.0,27.0,27.0,27.0,27.0
0,2018-06-26,-1.0,9.0,16.0,23.0,46.0,47.0,47.0,49.0
0,2018-06-26,5.0,12.0,22.0,33.0,42.0,43.0,45.0,45.0
0,2018-06-26,14.0,28.0,43.0,44.0,60.0,60.0,60.0,60.0
0,2018-06-26,2.0,9.0,36.0,43.0,55.0,55.0,55.0,55.0
0,2018-06-26,-1.0,6.0,7.0,12.0,19.0,23.0,24.0,24.0
1,2018-06-26,-1.0,2.0,22.0,22.0,78.0,79.0,80.0,80.0
1,2018-06-26,3.0,19.0,53.0,66.0,80.0,81.0,87.0,87.0
0,2018-06-26,4.0,16.0,26.0,56.0,63.0,69.0,69.0,69.0
0,2018-06-26,5.0,23.0,29.0,43.0,53.0,61.0,61.0,61.0
0,2018-06-26,3.0,5.0,42.0,60.0,76.0,77.0,82.0,83.0
0,2018-06-26,5.0,13.0,32.0,45.0,59.0,61.0,61.0,62.0
0,2018-06-26,5.0,19.0,29.0,31.0,34.0,38.0,40.0,40.0
0,2018-06-26,2.0,3.0,8.0,10.0,11.0,18.0,24.0,24.0
1,2018-06-26,-1.0,-1.0,11.0,17.0,20.0,20.0,20.0,20.0
0,2018-06-26,4.0,22.0,31.0,42.0,58.0,60.0,63.0,64.0
0,2018-06-26,-1.0,2.0,18.0,39.0,60.0,77.0,81.0,82.0
0,2018-06-26,2.0,5.0,30.0,45.0,49.0,50.0,50.0,50.0
0,2018-06-26,2.0,3.0,20.0,39.0,47.0,49.0,49.0,50.0
1,2018-06-26,-1.0,9.0,31.0,38.0,47.0,52.0,56.0,56.0
0,2018-06-26,-1.0,6.0,28.0,35.0,64.0,64.0,64.0,64.0
0,2018-06-26,2.0,9.0,20.0,45.0,58.0,59.0,60.0,60.0
0,2018-06-26,6.0,11.0,17.0,27.0,53.0,80.0,80.0,80.0
0,2018-06-26,3.0,27.0,42.0,56.0,68.0,71.0,73.0,73.0
0,2018-06-26,-1.0,2.0,3.0,3.0,10.0,13.0,13.0,13.0
0,2018-06-26,2.0,19.0,42.0,43.0,64.0,68.0,71.0,72.0
0,2018-06-26,3.0,8.0,27.0,39.0,70.0,77.0,78.0,78.0
0,2018-06-26,-1.0,16.0,25.0,38.0,68.0,70.0,70.0,70.0
0,2018-06-26,-1.0,8.0,16.0,18.0,38.0,56.0,62.0,62.0
1,2018-06-26,2.0,2.0,44.0,47.0,47.0,47.0,47.0,47.0
0,2018-06-26,5.0,7.0,11.0,18.0,45.0,57.0,59.0,59.0
0,2018-06-26,-1.0,2.0,4.0,7.0,9.0,18.0,19.0,19.0
1,2018-06-26,-1.0,17.0,50.0,56.0,62.0,62.0,62.0,62.0
1,2018-06-26,-1.0,3.0,30.0,34.0,38.0,40.0,40.0,40.0
0,2018-06-26,-1.0,4.0,8.0,12.0,22.0,24.0,24.0,24.0
0,2018-06-26,4.0,4.0,7.0,16.0,19.0,19.0,19.0,20.0
0,2018-06-26,2.0,8.0,22.0,32.0,52.0,58.0,58.0,58.0
0,2018-06-26,-1.0,13.0,15.0,19.0,41.0,41.0,41.0,41.0
0,2018-06-26,-1.0,10.0,12.0,27.0,27.0,27.0,27.0,30.0
0,2018-06-26,-1.0,4.0,21.0,36.0,70.0,76.0,76.0,77.0
0,2018-06-26,7.0,13.0,23.0,35.0,55.0,61.0,66.0,66.0
0,2018-06-26,-1.0,2.0,7.0,11.0,24.0,29.0,30.0,30.0
0,2018-06-26,-1.0,3.0,11.0,35.0,40.0,43.0,43.0,44.0
0,2018-06-26,7.0,26.0,38.0,48.0,52.0,56.0,57.0,57.0
0,2018-06-26,7.0,17.0,46.0,48.0,48.0,48.0,48.0,48.0
0,2018-06-26,-1.0,8.0,28.0,44.0,54.0,54.0,54.0,54.0
1,2018-06-26,2.0,4.0,11.0,43.0,49.0,50.0,50.0,50.0
0,2018-06-26,2.0,9.0,23.0,37.0,65.0,65.0,65.0,65.0
0,2018-06-26,-1.0,2.0,13.0,18.0,19.0,19.0,19.0,19.0
0,2018-06-26,-1.0,2.0,3.0,4.0,32.0,38.0,39.0,41.0
0,2018-06-26,10.0,17.0,26.0,31.0,33.0,33.0,34.0,34.0
0,2018-06-26,7.0,23.0,38.0,61.0,85.0,96.0,98.0,103.0
0,2018-06-26,-1.0,6.0,24.0,25.0,26.0,28.0,28.0,28.0
0,2018-06-26,3.0,10.0,12.0,17.0,34.0,34.0,36.0,36.0
0,2018-06-26,2.0,5.0,8.0,20.0,31.0,32.0,32.0,32.0
0,2018-06-26,-1.0,5.0,8.0,10.0,39.0,41.0,43.0,43.0
0,2018-06-26,-1.0,9.0,11.0,17.0,18.0,18.0,18.0,18.0
0,2018-06-26,3.0,5.0,13.0,22.0,26.0,35.0,41.0,43.0
0,2018-06-26,3.0,10.0,49.0,61.0,93.0,103.0,105.0,106.0
0,2018-06-26,5.0,11.0,14.0,21.0,47.0,47.0,48.0,48.0
1,2018-06-26,-1.0,8.0,17.0,20.0,40.0,40.0,40.0,40.0
0,2018-06-26,5.0,12.0,16.0,21.0,34.0,38.0,42.0,46.0
0,2018-06-26,3.0,11.0,24.0,29.0,42.0,43.0,44.0,44.0
0,2018-06-26,4.0,21.0,30.0,32.0,106.0,124.0,124.0,124.0
0,2018-06-26,-1.0,7.0,27.0,48.0,55.0,55.0,55.0,55.0
0,2018-06-26,3.0,14.0,37.0,39.0,48.0,52.0,53.0,54.0
0,2018-06-26,3.0,3.0,7.0,10.0,29.0,32.0,32.0,32.0
1,2018-06-26,7.0,12.0,14.0,17.0,151.0,184.0,186.0,186.0
0,2018-06-26,3.0,4.0,33.0,49.0,78.0,83.0,84.0,84.0
0,2018-06-26,3.0,8.0,17.0,20.0,25.0,27.0,28.0,28.0
0,2018-06-26,-1.0,8.0,14.0,23.0,25.0,26.0,28.0,28.0
0,2018-06-26,-1.0,23.0,57.0,74.0,78.0,79.0,79.0,79.0
0,2018-06-26,2.0,12.0,20.0,27.0,105.0,113.0,118.0,119.0
0,2018-06-26,-1.0,-1.0,8.0,23.0,38.0,42.0,42.0,42.0
0,2018-06-26,2.0,3.0,13.0,16.0,23.0,23.0,23.0,23.0
1,2018-06-26,-1.0,5.0,17.0,30.0,78.0,94.0,95.0,95.0
0,2018-06-26,3.0,12.0,48.0,60.0,93.0,126.0,127.0,132.0
0,2018-06-26,7.0,13.0,33.0,57.0,95.0,111.0,123.0,125.0
0,2018-06-26,-1.0,8.0,25.0,26.0,33.0,34.0,34.0,34.0
0,2018-06-26,-1.0,-1.0,7.0,12.0,30.0,30.0,30.0,32.0
0,2018-06-26,4.0,11.0,34.0,40.0,51.0,52.0,53.0,53.0
0,2018-06-26,7.0,14.0,29.0,48.0,65.0,71.0,75.0,78.0
0,2018-06-26,-1.0,-1.0,22.0,30.0,56.0,56.0,56.0,56.0
0,2018-06-26,12.0,34.0,43.0,52.0,72.0,72.0,72.0,72.0
1,2018-06-26,3.0,7.0,38.0,43.0,54.0,54.0,55.0,55.0
0,2018-06-26,4.0,15.0,27.0,38.0,73.0,94.0,101.0,102.0
0,2018-06-26,8.0,12.0,23.0,36.0,39.0,39.0,40.0,40.0
0,2018-06-26,4.0,26.0,55.0,56.0,152.0,163.0,163.0,163.0
0,2018-06-26,-1.0,-1.0,6.0,8.0,11.0,12.0,12.0,12.0
0,2018-06-26,3.0,12.0,21.0,27.0,50.0,66.0,71.0,72.0
1,2018-06-26,-1.0,4.0,14.0,32.0,51.0,53.0,55.0,56.0
0,2018-06-26,-1.0,10.0,17.0,17.0,24.0,37.0,37.0,38.0
0,2018-06-26,5.0,12.0,41.0,41.0,41.0,41.0,41.0,41.0
0,2018-06-26,2.0,12.0,15.0,21.0,36.0,52.0,54.0,55.0
0,2018-06-26,5.0,9.0,12.0,16.0,27.0,29.0,29.0,29.0
0,2018-06-26,5.0,16.0,45.0,50.0,51.0,51.0,51.0,52.0
0,2018-06-26,-1.0,8.0,12.0,12.0,15.0,17.0,17.0,17.0
0,2018-06-26,4.0,8.0,22.0,58.0,70.0,76.0,76.0,76.0
0,2018-06-26,3.0,4.0,12.0,15.0,20.0,20.0,23.0,23.0
0,2018-06-26,7.0,24.0,39.0,50.0,108.0,131.0,142.0,148.0
0,2018-06-26,3.0,10.0,28.0,35.0,60.0,78.0,86.0,93.0
0,2018-06-26,7.0,23.0,52.0,59.0,61.0,62.0,62.0,62.0
0,2018-06-26,-1.0,3.0,27.0,31.0,39.0,41.0,41.0,41.0
0,2018-06-26,2.0,3.0,16.0,25.0,46.0,62.0,64.0,64.0
0,2018-06-26,4.0,10.0,31.0,51.0,89.0,97.0,98.0,98.0
0,2018-06-26,4.0,9.0,25.0,40.0,51.0,76.0,82.0,82.0
0,2018-06-26,3.0,15.0,42.0,54.0,66.0,70.0,70.0,70.0
0,2018-06-26,-1.0,-1.0,17.0,22.0,27.0,33.0,33.0,33.0
0,2018-06-26,-1.0,5.0,13.0,16.0,42.0,46.0,47.0,49.0
0,2018-06-26,3.0,6.0,23.0,42.0,56.0,60.0,62.0,62.0
0,2018-06-26,-1.0,5.0,11.0,14.0,21.0,23.0,26.0,26.0
0,2018-06-26,2.0,2.0,2.0,11.0,22.0,24.0,29.0,29.0
0,2018-06-26,7.0,26.0,35.0,54.0,84.0,118.0,132.0,136.0
0,2018-06-26,3.0,9.0,12.0,15.0,66.0,69.0,69.0,69.0
0,2018-06-26,-1.0,5.0,7.0,8.0,19.0,28.0,30.0,30.0
0,2018-06-26,6.0,23.0,45.0,49.0,55.0,59.0,60.0,60.0
0,2018-06-26,2.0,7.0,11.0,18.0,47.0,47.0,47.0,48.0
0,2018-06-26,3.0,20.0,31.0,45.0,54.0,56.0,56.0,56.0
0,2018-06-26,4.0,9.0,23.0,27.0,63.0,64.0,64.0,65.0
0,2018-06-26,2.0,10.0,53.0,68.0,75.0,83.0,83.0,83.0
0,2018-06-26,6.0,14.0,31.0,33.0,34.0,34.0,34.0,34.0
0,2018-06-26,2.0,6.0,15.0,38.0,47.0,48.0,49.0,49.0
0,2018-06-26,2.0,5.0,22.0,33.0,48.0,63.0,65.0,65.0
0,2018-06-26,-1.0,2.0,8.0,16.0,22.0,22.0,28.0,28.0
0,2018-06-26,2.0,3.0,10.0,19.0,36.0,48.0,58.0,62.0
0,2018-06-26,4.0,38.0,84.0,91.0,103.0,104.0,104.0,104.0
0,2018-06-26,-1.0,3.0,9.0,12.0,37.0,46.0,46.0,46.0
1,2018-06-26,-1.0,6.0,26.0,43.0,90.0,103.0,103.0,103.0
0,2018-06-26,3.0,4.0,8.0,11.0,59.0,63.0,66.0,66.0
0,2018-06-26,-1.0,6.0,16.0,31.0,49.0,57.0,59.0,60.0
0,2018-06-26,3.0,4.0,7.0,10.0,25.0,36.0,39.0,39.0
0,2018-06-26,3.0,4.0,17.0,47.0,50.0,59.0,59.0,59.0
0,2018-06-26,5.0,14.0,24.0,35.0,58.0,73.0,82.0,84.0
0,2018-06-26,-1.0,16.0,39.0,54.0,67.0,70.0,70.0,71.0
0,2018-06-26,2.0,11.0,32.0,41.0,55.0,55.0,55.0,55.0
0,2018-06-26,-1.0,13.0,29.0,48.0,50.0,50.0,50.0,50.0
0,2018-06-26,2.0,7.0,26.0,34.0,40.0,44.0,44.0,44.0
0,2018-06-26,3.0,21.0,39.0,58.0,64.0,64.0,64.0,64.0
0,2018-06-26,2.0,4.0,6.0,15.0,20.0,67.0,68.0,68.0
0,2018-06-26,3.0,13.0,33.0,41.0,57.0,57.0,57.0,57.0
0,2018-06-26,-1.0,15.0,23.0,29.0,42.0,49.0,52.0,52.0
0,2018-06-26,3.0,7.0,13.0,32.0,86.0,93.0,93.0,93.0
0,2018-06-26,-1.0,7.0,14.0,21.0,75.0,102.0,110.0,122.0
0,2018-06-26,-1.0,10.0,26.0,61.0,73.0,74.0,76.0,76.0
0,2018-06-26,2.0,4.0,11.0,12.0,13.0,13.0,13.0,13.0
0,2018-06-26,4.0,6.0,12.0,34.0,51.0,55.0,56.0,56.0
0,2018-06-26,-1.0,4.0,31.0,37.0,38.0,43.0,43.0,43.0
0,2018-06-26,4.0,12.0,25.0,30.0,102.0,102.0,102.0,102.0
0,2018-06-26,3.0,21.0,54.0,79.0,93.0,100.0,100.0,100.0
0,2018-06-26,2.0,5.0,14.0,23.0,45.0,47.0,49.0,49.0
0,2018-06-26,3.0,9.0,38.0,42.0,42.0,42.0,42.0,42.0
1,2018-06-26,9.0,27.0,56.0,66.0,76.0,87.0,87.0,87.0
0,2018-06-26,-1.0,4.0,13.0,15.0,25.0,25.0,25.0,26.0
0,2018-06-26,2.0,7.0,24.0,38.0,42.0,44.0,44.0,46.0
0,2018-06-26,2.0,8.0,26.0,49.0,58.0,60.0,60.0,61.0
0,2018-06-26,2.0,2.0,13.0,19.0,36.0,38.0,40.0,41.0
0,2018-06-26,19.0,30.0,34.0,37.0,43.0,43.0,45.0,45.0
1,2018-06-26,2.0,26.0,60.0,75.0,124.0,150.0,152.0,152.0
0,2018-06-26,4.0,16.0,26.0,53.0,74.0,80.0,80.0,80.0
0,2018-06-26,5.0,16.0,56.0,60.0,60.0,60.0,60.0,60.0
0,2018-06-26,4.0,11.0,29.0,34.0,34.0,34.0,34.0,34.0
0,2018-06-26,2.0,4.0,8.0,13.0,18.0,22.0,22.0,22.0
1,2018-06-26,4.0,18.0,61.0,67.0,89.0,93.0,93.0,93.0
0,2018-06-26,5.0,12.0,21.0,40.0,52.0,55.0,55.0,55.0
0,2018-06-26,3.0,6.0,9.0,11.0,15.0,15.0,15.0,15.0
0,2018-06-26,-1.0,2.0,16.0,24.0,54.0,64.0,65.0,65.0
0,2018-06-26,5.0,15.0,21.0,28.0,46.0,50.0,54.0,54.0
0,2018-06-26,2.0,4.0,27.0,28.0,30.0,30.0,30.0,30.0
0,2018-06-26,10.0,15.0,28.0,44.0,75.0,83.0,83.0,83.0
0,2018-06-26,-1.0,2.0,14.0,42.0,48.0,50.0,50.0,50.0
0,2018-06-26,-1.0,2.0,7.0,18.0,19.0,19.0,20.0,20.0
1,2018-06-26,2.0,5.0,14.0,25.0,25.0,26.0,26.0,28.0
0,2018-06-26,-1.0,-1.0,12.0,14.0,30.0,33.0,33.0,33.0
